meteor,bert_f1,halluc,P_Hallucinatory,P_Bad,P_Good,P_Perfect
0.998542274052478,1.00000011920929,1,0.006090942235217428,0.00273611740337337,0.04659420192215893,0.9445787384392503
0.161038961038961,0.825158894062042,0,0.6291923130721566,0.08227667282242368,0.23054512514814107,0.05798588895727863
0.9990234375,0.999999940395355,1,0.006079619824538204,0.0027310763406721674,0.04651264742178724,0.9446766564130024
0.788690476190476,0.917217075824738,1,0.0407200123234779,0.017382504396706286,0.2308665809572532,0.7110309023225626
0.220792079207921,0.842885851860046,1,0.5141458691974379,0.09181720763918122,0.30420310962823005,0.08983381353515085
0.269109334191979,0.854791760444641,2/3,0.42741621592529644,0.09291633180766401,0.356920051701358,0.12274740056568156
0.406376839943274,0.900237381458283,2/3,0.19141739475164238,0.06454698202343745,0.4378983828771876,0.3061372403477326
0.279314159292035,0.866411685943604,1/3,0.3801134230668286,0.09109571669505967,0.38324857436825177,0.14554228586985996
0.962431966016195,0.969697594642639,1,0.010508831196852806,0.0046903325458858055,0.0770976604483134,0.907703175808948
0.619444444444445,0.919023513793945,1,0.07415571855050163,0.030104225178742686,0.3297591798568397,0.565980876413916
0.9990234375,1.0,1,0.006079614960907629,0.0027310741752080434,0.04651261238556337,0.9446766984783209
0.644257703081233,0.914826452732086,1,0.0714566539877069,0.02912755266416514,0.3236393585966011,0.5757764347515268
0.619444444444445,0.91113418340683,1,0.08181008244029296,0.03282683775149352,0.3457123670477482,0.5396507127604653
0.422631913541004,0.889012217521668,1,0.20545071083944896,0.06768063139103533,0.43915173241928684,0.28771692535022886
0.675451709346159,0.96136212348938,1,0.03507879901993494,0.015100357271100984,0.20801372916461197,0.7418071145443521
0.962431966016195,0.970740079879761,1,0.0103634529594211,0.004626429859956814,0.07613431256788328,0.9088758046127388
0.998542274052478,1.0,1,0.0060909519804947755,0.002736121742178841,0.04659427210897241,0.944578654168354
0.9990234375,1.0,1,0.006079614960907629,0.0027310741752080434,0.04651261238556337,0.9446766984783209
0.337837837837838,0.913964569568634,2/3,0.20437158590458412,0.06744675528701796,0.439105422521075,0.28907623628732293
0.846637228260869,0.929320812225342,1,0.02795932315767164,0.0121630732719624,0.17580155195345937,0.7840760516169066
0.348888888888889,0.900287449359894,2/3,0.2283676379859756,0.07237255978370138,0.43840216418249156,0.26085763804783146
0.709344401873138,0.909694612026215,2/3,0.06015557722574403,0.024943130009482,0.29486246871756105,0.620038824047213
0.43010374538421,0.883081257343292,2/3,0.21389814998178436,0.06947096918479029,0.439248012757031,0.27738286807639434
0.962431966016195,0.971142888069153,1,0.010307814521889197,0.004601966078176187,0.0757649214237068,0.9093252979762279
0.998542274052478,1.0,1,0.0060909519804947755,0.002736121742178841,0.04659427210897241,0.944578654168354
0.141342756183746,0.835817992687225,2/3,0.6133806474710257,0.08409818880280984,0.24075318881113372,0.06176797491503072
0.9990234375,1.0,1,0.006079614960907629,0.0027310741752080434,0.04651261238556337,0.9446766984783209
0.253164556962025,0.881970107555389,0,0.3549629977373162,0.08938892420796063,0.39612394795779216,0.159524130096931
0.788690476190476,0.914336919784546,1,0.042266669185224114,0.01800125915654035,0.23675741205040307,0.7029746596078325
